venue,team,win_odds,point_spread,season_round,full_date
Adelaide Oval,Adelaide,1.16,-39.5,2016 Final,2016-09-10
Adelaide Oval,North Melbourne,5.90,+39.5,2016 Final,2016-09-10
MCG,Hawthorn,1.57,-9.5,2016 Final,2016-09-16
MCG,Western Bulldogs,2.56,+9.5,2016 Final,2016-09-16
SCG,Sydney,1.61,-9.5,2016 Final,2016-09-17
SCG,Adelaide,2.46,+9.5,2016 Final,2016-09-17
MCG,Geelong,1.66,-8.5,2016 Final,2016-09-23
MCG,Sydney,2.36,+8.5,2016 Final,2016-09-23
Spotless Stadium,GWS,1.39,-20.5,2016 Final,2016-09-24
Spotless Stadium,Western Bulldogs,3.16,+20.5,2016 Final,2016-09-24
MCG,Sydney,1.57,-11.5,Grand Final,2016-10-01
MCG,Western Bulldogs,2.61,+11.5,Grand Final,2016-10-01
MCG,Carlton,2.55,+10.5,Round 1,2015-04-02
MCG,Richmond,1.54,-10.5,Round 1,2015-04-02
MCG,Melbourne,3.15,+15.5,Round 1,2015-04-04
MCG,Gold Coast,1.38,-15.5,Round 1,2015-04-04
ANZ Stadium,Sydney,1.35,-22.5,Round 1,2015-04-04
ANZ Stadium,Essendon,3.30,+22.5,Round 1,2015-04-04
Gabba,Brisbane,1.48,-12.5,Round 1,2015-04-04
Gabba,Collingwood,2.70,+12.5,Round 1,2015-04-04
Etihad Stadium,Western Bulldogs,2.65,+12.5,Round 1,2015-04-04
Etihad Stadium,West Coast,1.50,-12.5,Round 1,2015-04-04
Etihad Stadium,St Kilda,3.60,+20.5,Round 1,2015-04-05
Etihad Stadium,GWS,1.30,-20.5,Round 1,2015-04-05
Adelaide Oval,Adelaide,1.72,-5.5,Round 1,2015-04-05
Adelaide Oval,North Melbourne,2.15,+5.5,Round 1,2015-04-05
Domain Stadium,Fremantle,1.70,-4.5,Round 1,2015-04-05
Domain Stadium,Port Adelaide,2.20,+4.5,Round 1,2015-04-05
MCG,Hawthorn,1.37,-18.5,Round 1,2015-04-06
MCG,Geelong,3.20,+18.5,Round 1,2015-04-06
Domain Stadium,West Coast,1.50,-12.5,Round 2,2015-04-10
Domain Stadium,Carlton,2.60,+12.5,Round 2,2015-04-10
MCG,Richmond,1.38,-18.5,Round 2,2015-04-11
MCG,Western Bulldogs,3.05,+18.5,Round 2,2015-04-11
Manuka Oval,GWS,1.45,-16.5,Round 2,2015-04-11
Manuka Oval,Melbourne,2.75,+16.5,Round 2,2015-04-11
Etihad Stadium,Collingwood,2.65,+12.5,Round 2,2015-04-11
Etihad Stadium,Adelaide,1.48,-12.5,Round 2,2015-04-11
Adelaide Oval,Port Adelaide,1.70,-5.5,Round 2,2015-04-11
Adelaide Oval,Sydney,2.15,+5.5,Round 2,2015-04-11
Metricon Stadium,Gold Coast,1.20,-30.5,Round 2,2015-04-11
Metricon Stadium,St Kilda,4.50,+30.5,Round 2,2015-04-11
GMHBA Stadium,Geelong,1.95,-5.5,Round 2,2015-04-12
GMHBA Stadium,Fremantle,1.85,-5.5,Round 2,2015-04-12
MCG,Essendon,4.50,+28.5,Round 2,2015-04-12
MCG,Hawthorn,1.20,-28.5,Round 2,2015-04-12
Etihad Stadium,North Melbourne,1.15,-35.5,Round 2,2015-04-12
Etihad Stadium,Brisbane,5.50,+35.5,Round 2,2015-04-12
MCG,Collingwood,1.40,-16.5,Round 3,2015-04-17
MCG,St Kilda,3.00,+16.5,Round 3,2015-04-17
Adelaide Oval,Adelaide,1.08,-48.5,Round 3,2015-04-18
Adelaide Oval,Melbourne,8.00,+48.5,Round 3,2015-04-18
MCG,Carlton,4.00,+26.5,Round 3,2015-04-18
MCG,Essendon,1.25,-26.5,Round 3,2015-04-18
SCG,Sydney,1.15,-35.5,Round 3,2015-04-18
SCG,GWS,5.50,+35.5,Round 3,2015-04-18
Gabba,Brisbane,2.65,+13.5,Round 3,2015-04-18
Gabba,Richmond,1.48,-13.5,Round 3,2015-04-18
Etihad Stadium,North Melbourne,2.00,+1.5,Round 3,2015-04-18
Etihad Stadium,Port Adelaide,1.83,-1.5,Round 3,2015-04-18
Aurora Stadium,Hawthorn,1.10,-45.5,Round 3,2015-04-19
Aurora Stadium,Western Bulldogs,7.00,+45.5,Round 3,2015-04-19
Domain Stadium,West Coast,3.40,+19.5,Round 3,2015-04-19
Domain Stadium,Fremantle,1.32,-19.5,Round 3,2015-04-19
GMHBA Stadium,Geelong,1.14,-37.5,Round 3,2015-04-19
GMHBA Stadium,Gold Coast,5.75,+37.5,Round 3,2015-04-19
MCG,Richmond,1.32,-21.5,Round 4,2015-04-24
MCG,Melbourne,3.55,+21.5,Round 4,2015-04-24
Westpac Stadium,St Kilda,3.05,+20.5,Round 4,2015-04-25
Westpac Stadium,Carlton,1.40,-20.5,Round 4,2015-04-25
MCG,Essendon,1.42,-15.5,Round 4,2015-04-25
MCG,Collingwood,2.95,+15.5,Round 4,2015-04-25
Manuka Oval,GWS,1.36,-20.5,Round 4,2015-04-25
Manuka Oval,Gold Coast,3.25,+20.5,Round 4,2015-04-25
Domain Stadium,Fremantle,1.57,-9.5,Round 4,2015-04-25
Domain Stadium,Sydney,2.45,+9.5,Round 4,2015-04-25
Adelaide Oval,Port Adelaide,2.55,+12.5,Round 4,2015-04-25
Adelaide Oval,Hawthorn,1.53,-12.5,Round 4,2015-04-25
Gabba,Brisbane,2.65,+14.5,Round 4,2015-04-26
Gabba,West Coast,1.50,-14.5,Round 4,2015-04-26
GMHBA Stadium,Geelong,2.25,+6.5,Round 4,2015-04-26
GMHBA Stadium,North Melbourne,1.67,-6.5,Round 4,2015-04-26
Etihad Stadium,Western Bulldogs,4.00,+25.5,Round 4,2015-04-26
Etihad Stadium,Adelaide,1.25,-25.5,Round 4,2015-04-26
MCG,Carlton,2.30,+8.5,Round 5,2015-05-01
MCG,Collingwood,1.63,-8.5,Round 5,2015-05-01
MCG,Richmond,1.63,-7.5,Round 5,2015-05-02
MCG,Geelong,2.30,+7.5,Round 5,2015-05-02
SCG,Sydney,1.17,-34.5,Round 5,2015-05-02
SCG,Western Bulldogs,5.00,+34.5,Round 5,2015-05-02
Metricon Stadium,Gold Coast,1.81,-2.5,Round 5,2015-05-02
Metricon Stadium,Brisbane,2.00,+2.5,Round 5,2015-05-02
Domain Stadium,West Coast,1.60,-8.5,Round 5,2015-05-02
Domain Stadium,GWS,2.35,+8.5,Round 5,2015-05-02
Etihad Stadium,North Melbourne,3.15,+20.5,Round 5,2015-05-02
Etihad Stadium,Hawthorn,1.35,-20.5,Round 5,2015-05-02
MCG,Melbourne,5.00,+30.5,Round 5,2015-05-03
MCG,Fremantle,1.17,-30.5,Round 5,2015-05-03
Etihad Stadium,St Kilda,5.50,+37.5,Round 5,2015-05-03
Etihad Stadium,Essendon,1.15,-37.5,Round 5,2015-05-03
Adelaide Oval,Adelaide,2.30,+8.5,Round 5,2015-05-03
Adelaide Oval,Port Adelaide,1.62,-8.5,Round 5,2015-05-03
MCG,Collingwood,1.62,-8.5,Round 6,2015-05-08
MCG,Geelong,2.35,+8.5,Round 6,2015-05-08
Blundstone Arena,North Melbourne,1.50,-12.5,Round 6,2015-05-09
Blundstone Arena,Richmond,2.60,+12.5,Round 6,2015-05-09
Etihad Stadium,Western Bulldogs,1.38,-17.5,Round 6,2015-05-09
Etihad Stadium,St Kilda,3.05,+17.5,Round 6,2015-05-09
Spotless Stadium,GWS,3.75,+25.5,Round 6,2015-05-09
Spotless Stadium,Hawthorn,1.27,-25.5,Round 6,2015-05-09
Metricon Stadium,Gold Coast,6.25,+38.5,Round 6,2015-05-09
Metricon Stadium,Adelaide,1.12,-38.5,Round 6,2015-05-09
Domain Stadium,Fremantle,1.20,-27.5,Round 6,2015-05-09
Domain Stadium,Essendon,4.50,+27.5,Round 6,2015-05-09
MCG,Melbourne,5.00,+30.5,Round 6,2015-05-09
MCG,Sydney,1.17,-30.5,Round 6,2015-05-09
Etihad Stadium,Carlton,1.25,-26.5,Round 6,2015-05-10
Etihad Stadium,Brisbane,4.00,+26.5,Round 6,2015-05-10
Adelaide Oval,Port Adelaide,1.20,-30.5,Round 6,2015-05-10
Adelaide Oval,West Coast,4.50,+30.5,Round 6,2015-05-10
Etihad Stadium,Essendon,2.75,+14.5,Round 7,2015-05-15
Etihad Stadium,North Melbourne,1.45,-14.5,Round 7,2015-05-15
Adelaide Oval,Adelaide,1.24,-29.5,Round 7,2015-05-16
Adelaide Oval,St Kilda,4.00,+29.5,Round 7,2015-05-16
MCG,Hawthorn,1.10,-42.5,Round 7,2015-05-16
MCG,Melbourne,6.75,+42.5,Round 7,2015-05-16
Etihad Stadium,Carlton,2.60,+12.5,Round 7,2015-05-16
Etihad Stadium,GWS,1.50,-12.5,Round 7,2015-05-16
Domain Stadium,West Coast,1.10,-39.5,Round 7,2015-05-16
Domain Stadium,Gold Coast,7.00,+39.5,Round 7,2015-05-16
ANZ Stadium,Sydney,1.27,-25.5,Round 7,2015-05-16
ANZ Stadium,Geelong,3.70,+25.5,Round 7,2015-05-16
Etihad Stadium,Western Bulldogs,3.65,+23.5,Round 7,2015-05-17
Etihad Stadium,Fremantle,1.28,-23.5,Round 7,2015-05-17
MCG,Richmond,2.10,+5.5,Round 7,2015-05-17
MCG,Collingwood,1.72,-5.5,Round 7,2015-05-17
Gabba,Brisbane,4.50,+32.5,Round 7,2015-05-17
Gabba,Port Adelaide,1.20,-32.5,Round 7,2015-05-17
Etihad Stadium,Geelong,1.22,-28.5,Round 8,2015-05-22
Etihad Stadium,Carlton,4.50,+28.5,Round 8,2015-05-22
Etihad Stadium,St Kilda,5.15,+34.5,Round 8,2015-05-23
Etihad Stadium,West Coast,1.18,-34.5,Round 8,2015-05-23
Spotless Stadium,GWS,1.55,-11.5,Round 8,2015-05-23
Spotless Stadium,Adelaide,2.50,+11.5,Round 8,2015-05-23
Metricon Stadium,Gold Coast,3.80,+24.5,Round 8,2015-05-23
Metricon Stadium,Collingwood,1.28,-24.5,Round 8,2015-05-23
Domain Stadium,Fremantle,1.20,-30.5,Round 8,2015-05-23
Domain Stadium,North Melbourne,4.75,+30.5,Round 8,2015-05-23
MCG,Hawthorn,1.50,-13.5,Round 8,2015-05-23
MCG,Sydney,2.65,+13.5,Round 8,2015-05-23
Etihad Stadium,Essendon,1.23,-29.5,Round 8,2015-05-24
Etihad Stadium,Brisbane,4.40,+29.5,Round 8,2015-05-24
MCG,Melbourne,3.10,+17.5,Round 8,2015-05-24
MCG,Western Bulldogs,1.39,-17.5,Round 8,2015-05-24
Adelaide Oval,Port Adelaide,1.33,-22.5,Round 8,2015-05-24
Adelaide Oval,Richmond,3.40,+22.5,Round 8,2015-05-24
SCG,Sydney,1.02,-72.5,Round 9,2015-05-29
SCG,Carlton,17.00,+72.5,Round 9,2015-05-29
TIO Stadium,Melbourne,2.75,+15.5,Round 9,2015-05-30
TIO Stadium,Port Adelaide,1.47,-15.5,Round 9,2015-05-30
Aurora Stadium,Hawthorn,1.01,-68.5,Round 9,2015-05-30
Aurora Stadium,Gold Coast,19.00,+68.5,Round 9,2015-05-30
Etihad Stadium,Western Bulldogs,2.55,+12.5,Round 9,2015-05-30
Etihad Stadium,GWS,1.53,-12.5,Round 9,2015-05-30
Adelaide Oval,Adelaide,3.85,+23.5,Round 9,2015-05-30
Adelaide Oval,Fremantle,1.28,-23.5,Round 9,2015-05-30
MCG,Richmond,1.80,-4.5,Round 9,2015-05-30
MCG,Essendon,2.05,+4.5,Round 9,2015-05-30
Gabba,Brisbane,1.62,-8.5,Round 9,2015-05-31
Gabba,St Kilda,2.35,+8.5,Round 9,2015-05-31
Domain Stadium,West Coast,1.43,-15.5,Round 9,2015-05-31
Domain Stadium,Geelong,2.90,+15.5,Round 9,2015-05-31
MCG,Collingwood,2.00,+2.5,Round 9,2015-05-31
MCG,North Melbourne,1.84,-2.5,Round 9,2015-05-31
Domain Stadium,Fremantle,1.25,-26.5,Round 10,2015-06-05
Domain Stadium,Richmond,4.25,+26.5,Round 10,2015-06-05
MCG,Carlton,3.50,+23.5,Round 10,2015-06-06
MCG,Adelaide,1.32,-23.5,Round 10,2015-06-06
Metricon Stadium,Gold Coast,15.00,+61.5,Round 10,2015-06-06
Metricon Stadium,Sydney,1.02,-61.5,Round 10,2015-06-06
Adelaide Oval,Port Adelaide,1.26,-28.5,Round 10,2015-06-06
Adelaide Oval,Western Bulldogs,4.00,+28.5,Round 10,2015-06-06
Etihad Stadium,Essendon,2.05,+2.5,Round 10,2015-06-06
Etihad Stadium,Geelong,1.80,-2.5,Round 10,2015-06-06
Spotless Stadium,GWS,1.08,-45.5,Round 10,2015-06-07
Spotless Stadium,Brisbane,8.50,+45.5,Round 10,2015-06-07
Blundstone Arena,North Melbourne,2.10,+4.5,Round 10,2015-06-07
Blundstone Arena,West Coast,1.77,-4.5,Round 10,2015-06-07
Etihad Stadium,St Kilda,14.00,+57.5,Round 10,2015-06-07
Etihad Stadium,Hawthorn,1.03,-57.5,Round 10,2015-06-07
MCG,Melbourne,4.00,+26.5,Round 10,2015-06-08
MCG,Collingwood,1.26,-26.5,Round 10,2015-06-08
Adelaide Oval,Port Adelaide,1.46,-14.5,Round 11,2015-06-12
Adelaide Oval,Geelong,2.80,+14.5,Round 11,2015-06-12
Metricon Stadium,Gold Coast,10.00,+45.5,Round 11,2015-06-13
Metricon Stadium,Fremantle,1.06,-45.5,Round 11,2015-06-13
Domain Stadium,West Coast,1.15,-39.5,Round 11,2015-06-13
Domain Stadium,Essendon,5.75,+39.5,Round 11,2015-06-13
Etihad Stadium,North Melbourne,2.65,+14.5,Round 11,2015-06-13
Etihad Stadium,Sydney,1.50,-14.5,Round 11,2015-06-13
MCG,Collingwood,1.67,-7.5,Round 11,2015-06-14
MCG,GWS,2.25,+7.5,Round 11,2015-06-14
Etihad Stadium,St Kilda,1.70,-5.5,Round 11,2015-06-14
Etihad Stadium,Melbourne,2.20,+5.5,Round 11,2015-06-14
Adelaide Oval,Adelaide,3.15,+18.5,Round 12,2015-06-18
Adelaide Oval,Hawthorn,1.38,-18.5,Round 12,2015-06-18
MCG,Richmond,1.80,-2.5,Round 12,2015-06-19
MCG,West Coast,2.05,+2.5,Round 12,2015-06-19
MCG,Carlton,3.10,+16.5,Round 12,2015-06-20
MCG,Port Adelaide,1.39,-16.5,Round 12,2015-06-20
Spotless Stadium,GWS,3.15,+17.5,Round 12,2015-06-20
Spotless Stadium,North Melbourne,1.38,-17.5,Round 12,2015-06-20
Etihad Stadium,Western Bulldogs,1.28,-25.5,Round 12,2015-06-20
Etihad Stadium,Brisbane,3.80,+25.5,Round 12,2015-06-20
GMHBA Stadium,Geelong,1.11,-42.5,Round 12,2015-06-21
GMHBA Stadium,Melbourne,7.00,+42.5,Round 12,2015-06-21
Domain Stadium,Fremantle,1.33,-22.5,Round 13,2015-06-25
Domain Stadium,Collingwood,3.50,+22.5,Round 13,2015-06-25
SCG,Sydney,1.35,-20.5,Round 13,2015-06-26
SCG,Richmond,3.25,+20.5,Round 13,2015-06-26
MCG,Hawthorn,1.08,-52.5,Round 13,2015-06-27
MCG,Essendon,9.00,+52.5,Round 13,2015-06-27
Gabba,Brisbane,3.50,+24.5,Round 13,2015-06-27
Gabba,Adelaide,1.32,-24.5,Round 13,2015-06-27
Etihad Stadium,St Kilda,2.60,+13.5,Round 13,2015-06-27
Etihad Stadium,Western Bulldogs,1.52,-13.5,Round 13,2015-06-27
Etihad Stadium,Carlton,1.43,-17.5,Round 13,2015-06-28
Etihad Stadium,Gold Coast,2.90,+17.5,Round 13,2015-06-28
SCG,Sydney,1.47,-14.5,Round 14,2015-07-02
SCG,Port Adelaide,2.75,+14.5,Round 14,2015-07-02
MCG,Collingwood,3.45,+22.5,Round 14,2015-07-03
MCG,Hawthorn,1.33,-22.5,Round 14,2015-07-03
MCG,Richmond,1.18,-34.5,Round 14,2015-07-04
MCG,GWS,5.00,+34.5,Round 14,2015-07-04
Metricon Stadium,Gold Coast,4.00,+25.5,Round 14,2015-07-04
Metricon Stadium,North Melbourne,1.26,-25.5,Round 14,2015-07-04
TIO Stadium,Melbourne,4.40,+29.5,Round 14,2015-07-04
TIO Stadium,West Coast,1.22,-29.5,Round 14,2015-07-04
Etihad Stadium,Western Bulldogs,1.42,-16.5,Round 14,2015-07-04
Etihad Stadium,Carlton,2.90,+16.5,Round 14,2015-07-04
Etihad Stadium,Essendon,1.73,-5.5,Round 14,2015-07-05
Etihad Stadium,St Kilda,2.15,+5.5,Round 14,2015-07-05
Domain Stadium,Fremantle,1.02,-56.5,Round 14,2015-07-05
Domain Stadium,Brisbane,15.00,+56.5,Round 14,2015-07-05
Adelaide Oval,Port Adelaide,1.84,-2.5,Round 15,2015-07-09
Adelaide Oval,Collingwood,2.00,+2.5,Round 15,2015-07-09
MCG,Richmond,1.33,-21.5,Round 15,2015-07-10
MCG,Carlton,3.40,+21.5,Round 15,2015-07-10
MCG,Essendon,2.70,+12.5,Round 15,2015-07-11
MCG,Melbourne,1.48,-12.5,Round 15,2015-07-11
Cazaly's Stadium,Western Bulldogs,1.65,-5.5,Round 15,2015-07-11
Cazaly's Stadium,Gold Coast,2.30,+5.5,Round 15,2015-07-11
Domain Stadium,West Coast,1.18,-34.5,Round 15,2015-07-11
Domain Stadium,Adelaide,4.80,+34.5,Round 15,2015-07-11
Etihad Stadium,North Melbourne,2.10,+3.5,Round 15,2015-07-11
Etihad Stadium,Geelong,1.77,-3.5,Round 15,2015-07-11
Spotless Stadium,GWS,1.75,-5.5,Round 15,2015-07-12
Spotless Stadium,St Kilda,2.12,+5.5,Round 15,2015-07-12
Aurora Stadium,Hawthorn,1.39,-18.5,Round 15,2015-07-12
Aurora Stadium,Fremantle,3.10,+18.5,Round 15,2015-07-12
Gabba,Brisbane,6.00,+38.5,Round 15,2015-07-12
Gabba,Sydney,1.14,-38.5,Round 15,2015-07-12
Etihad Stadium,North Melbourne,1.22,-30.5,Round 16,2015-07-17
Etihad Stadium,Essendon,4.60,+30.5,Round 16,2015-07-17
GMHBA Stadium,Geelong,1.60,-8.5,Round 16,2015-07-18
GMHBA Stadium,Western Bulldogs,2.40,+8.5,Round 16,2015-07-18
Metricon Stadium,Gold Coast,2.25,+5.5,Round 16,2015-07-18
Metricon Stadium,GWS,1.68,-5.5,Round 16,2015-07-18
Etihad Stadium,Collingwood,2.55,+10.5,Round 16,2015-07-18
Etihad Stadium,West Coast,1.53,-10.5,Round 16,2015-07-18
Domain Stadium,Fremantle,1.14,-39.5,Round 16,2015-07-18
Domain Stadium,Carlton,6.25,+39.5,Round 16,2015-07-18
ANZ Stadium,Sydney,2.45,+10.5,Round 16,2015-07-18
ANZ Stadium,Hawthorn,1.57,-10.5,Round 16,2015-07-18
MCG,Melbourne,1.62,-8.5,Round 16,2015-07-19
MCG,Brisbane,2.35,+8.5,Round 16,2015-07-19
Adelaide Oval,Port Adelaide,1.55,-10.5,Round 16,2015-07-19
Adelaide Oval,Adelaide,2.50,+10.5,Round 16,2015-07-19
Etihad Stadium,St Kilda,2.95,+16.5,Round 16,2015-07-19
Etihad Stadium,Richmond,1.42,-16.5,Round 16,2015-07-19
Etihad Stadium,Carlton,15.00,+65.5,Round 17,2015-07-24
Etihad Stadium,Hawthorn,1.02,-65.5,Round 17,2015-07-24
Adelaide Oval,Adelaide,1.22,-30.5,Round 17,2015-07-25
Adelaide Oval,Gold Coast,4.50,+30.5,Round 17,2015-07-25
Manuka Oval,GWS,1.83,-2.5,Round 17,2015-07-25
Manuka Oval,Geelong,2.00,+2.5,Round 17,2015-07-25
MCG,Richmond,1.75,-2.5,Round 17,2015-07-25
MCG,Fremantle,2.10,+2.5,Round 17,2015-07-25
Gabba,Brisbane,4.50,+30.5,Round 17,2015-07-25
Gabba,North Melbourne,1.22,-30.5,Round 17,2015-07-25
Etihad Stadium,Essendon,3.30,+18.5,Round 17,2015-07-25
Etihad Stadium,Port Adelaide,1.35,-18.5,Round 17,2015-07-25
Etihad Stadium,Western Bulldogs,2.20,+5.5,Round 17,2015-07-26
Etihad Stadium,Collingwood,1.70,-5.5,Round 17,2015-07-26
Domain Stadium,West Coast,1.33,-20.5,Round 17,2015-07-26
Domain Stadium,Sydney,3.45,+20.5,Round 17,2015-07-26
MCG,Melbourne,2.10,+3.5,Round 17,2015-07-26
MCG,St Kilda,1.77,-3.5,Round 17,2015-07-26
MCG,Hawthorn,1.22,-34.5,Round 18,2015-07-31
MCG,Richmond,4.50,+34.5,Round 18,2015-07-31
GMHBA Stadium,Geelong,1.12,-40.5,Round 18,2015-08-01
GMHBA Stadium,Brisbane,6.75,+40.5,Round 18,2015-08-01
MCG,Collingwood,1.33,-22.5,Round 18,2015-08-01
MCG,Melbourne,3.40,+22.5,Round 18,2015-08-01
SCG,Sydney,1.43,-16.5,Round 18,2015-08-01
SCG,Adelaide,2.90,+16.5,Round 18,2015-08-01
Metricon Stadium,Gold Coast,8.50,+49.5,Round 18,2015-08-01
Metricon Stadium,West Coast,1.08,-49.5,Round 18,2015-08-01
Etihad Stadium,Carlton,5.75,+36.5,Round 18,2015-08-01
Etihad Stadium,North Melbourne,1.15,-36.5,Round 18,2015-08-01
Adelaide Oval,Port Adelaide,1.20,-30.5,Round 18,2015-08-02
Adelaide Oval,St Kilda,4.75,+30.5,Round 18,2015-08-02
Domain Stadium,Fremantle,1.22,-27.5,Round 18,2015-08-02
Domain Stadium,GWS,4.50,+27.5,Round 18,2015-08-02
Etihad Stadium,Essendon,2.95,+16.5,Round 18,2015-08-02
Etihad Stadium,Western Bulldogs,1.42,-16.5,Round 18,2015-08-02
Adelaide Oval,Adelaide,2.20,+5.5,Round 19,2015-08-07
Adelaide Oval,Richmond,1.70,-5.5,Round 19,2015-08-07
MCG,Collingwood,1.23,-28.5,Round 19,2015-08-08
MCG,Carlton,4.40,+28.5,Round 19,2015-08-08
Etihad Stadium,Western Bulldogs,1.75,-5.5,Round 19,2015-08-08
Etihad Stadium,Port Adelaide,2.10,+5.5,Round 19,2015-08-08
Gabba,Brisbane,2.45,+9.5,Round 19,2015-08-08
Gabba,Gold Coast,1.58,-9.5,Round 19,2015-08-08
Domain Stadium,West Coast,2.50,+9.5,Round 19,2015-08-08
Domain Stadium,Hawthorn,1.55,-9.5,Round 19,2015-08-08
GMHBA Stadium,Geelong,1.98,-1.5,Round 19,2015-08-08
GMHBA Stadium,Sydney,1.86,-4.5,Round 19,2015-08-08
MCG,Melbourne,3.50,+21.5,Round 19,2015-08-09
MCG,North Melbourne,1.32,-21.5,Round 19,2015-08-09
Spotless Stadium,GWS,1.26,-27.5,Round 19,2015-08-09
Spotless Stadium,Essendon,4.00,+27.5,Round 19,2015-08-09
Etihad Stadium,St Kilda,2.65,+12.5,Round 19,2015-08-09
Etihad Stadium,Fremantle,1.50,-12.5,Round 19,2015-08-09
SCG,Sydney,1.35,-19.5,Round 20,2015-08-14
SCG,Collingwood,3.30,+19.5,Round 20,2015-08-14
Etihad Stadium,Essendon,3.85,+25.5,Round 20,2015-08-15
Etihad Stadium,Adelaide,1.28,-25.5,Round 20,2015-08-15
Blundstone Arena,North Melbourne,1.17,-34.5,Round 20,2015-08-15
Blundstone Arena,St Kilda,5.30,+34.5,Round 20,2015-08-15
Adelaide Oval,Port Adelaide,1.26,-25.5,Round 20,2015-08-15
Adelaide Oval,GWS,4.00,+25.5,Round 20,2015-08-15
Gabba,Brisbane,1.67,-6.5,Round 20,2015-08-15
Gabba,Carlton,2.25,+6.5,Round 20,2015-08-15
MCG,Geelong,4.10,+27.5,Round 20,2015-08-15
MCG,Hawthorn,1.25,-27.5,Round 20,2015-08-15
MCG,Richmond,1.10,-41.5,Round 20,2015-08-16
MCG,Gold Coast,7.50,+41.5,Round 20,2015-08-16
Domain Stadium,Fremantle,1.67,-6.5,Round 20,2015-08-16
Domain Stadium,West Coast,2.25,+6.5,Round 20,2015-08-16
Etihad Stadium,Western Bulldogs,1.20,-28.5,Round 20,2015-08-16
Etihad Stadium,Melbourne,4.75,+28.5,Round 20,2015-08-16
Etihad Stadium,Hawthorn,1.08,-49.5,Round 21,2015-08-21
Etihad Stadium,Port Adelaide,8.75,+49.5,Round 21,2015-08-21
MCG,Collingwood,2.82,+14.5,Round 21,2015-08-22
MCG,Richmond,1.45,-14.5,Round 21,2015-08-22
Spotless Stadium,GWS,2.60,+11.5,Round 21,2015-08-22
Spotless Stadium,Sydney,1.52,-11.5,Round 21,2015-08-22
Metricon Stadium,Gold Coast,1.55,-10.5,Round 21,2015-08-22
Metricon Stadium,Essendon,2.50,+10.5,Round 21,2015-08-22
Adelaide Oval,Adelaide,1.07,-48.5,Round 21,2015-08-22
Adelaide Oval,Brisbane,9.25,+48.5,Round 21,2015-08-22
Etihad Stadium,St Kilda,4.75,+29.5,Round 21,2015-08-22
Etihad Stadium,Geelong,1.20,-29.5,Round 21,2015-08-22
Etihad Stadium,North Melbourne,1.73,-5.5,Round 21,2015-08-23
Etihad Stadium,Fremantle,2.15,+5.5,Round 21,2015-08-23
Domain Stadium,West Coast,1.31,-23.5,Round 21,2015-08-23
Domain Stadium,Western Bulldogs,3.60,+23.5,Round 21,2015-08-23
MCG,Carlton,3.25,+17.5,Round 21,2015-08-23
MCG,Melbourne,1.36,-17.5,Round 21,2015-08-23
MCG,Geelong,1.43,-15.5,Round 22,2015-08-28
MCG,Collingwood,2.90,+15.5,Round 22,2015-08-28
Spotless Stadium,GWS,1.22,-30.5,Round 22,2015-08-29
Spotless Stadium,Carlton,4.50,+30.5,Round 22,2015-08-29
Aurora Stadium,Hawthorn,1.01,-68.5,Round 22,2015-08-29
Aurora Stadium,Brisbane,17.00,+68.5,Round 22,2015-08-29
Etihad Stadium,North Melbourne,1.63,-6.5,Round 22,2015-08-29
Etihad Stadium,Western Bulldogs,2.30,+6.5,Round 22,2015-08-29
MCG,Essendon,6.30,+38.5,Round 22,2015-08-29
MCG,Richmond,1.13,-38.5,Round 22,2015-08-29
Metricon Stadium,Gold Coast,3.25,+19.5,Round 22,2015-08-29
Metricon Stadium,Port Adelaide,1.35,-19.5,Round 22,2015-08-29
Adelaide Oval,Adelaide,2.05,+3.5,Round 22,2015-08-30
Adelaide Oval,West Coast,1.80,-3.5,Round 22,2015-08-30
Domain Stadium,Fremantle,1.08,-43.5,Round 22,2015-08-30
Domain Stadium,Melbourne,8.50,+43.5,Round 22,2015-08-30
Etihad Stadium,St Kilda,4.50,+28.5,Round 22,2015-08-30
Etihad Stadium,Sydney,1.22,-28.5,Round 22,2015-08-30
Etihad Stadium,Richmond,1.07,-48.5,Round 23,2015-09-04
Etihad Stadium,North Melbourne,9.00,+48.5,Round 23,2015-09-04
GMHBA Stadium,Geelong,2.25,+8.5,Round 23,2015-09-05
GMHBA Stadium,Adelaide,1.68,-8.5,Round 23,2015-09-05
Gabba,Brisbane,4.50,+28.5,Round 23,2015-09-05
Gabba,Western Bulldogs,1.22,-28.5,Round 23,2015-09-05
Adelaide Oval,Port Adelaide,1.08,-58.5,Round 23,2015-09-05
Adelaide Oval,Fremantle,8.50,+58.5,Round 23,2015-09-05
MCG,Hawthorn,1.01,-72.5,Round 23,2015-09-05
MCG,Carlton,17.00,+72.5,Round 23,2015-09-05
Domain Stadium,West Coast,1.04,-53.5,Round 23,2015-09-05
Domain Stadium,St Kilda,12.00,+53.5,Round 23,2015-09-05
SCG,Sydney,1.03,-55.5,Round 23,2015-09-05
SCG,Gold Coast,13.00,+55.5,Round 23,2015-09-05
Etihad Stadium,Melbourne,2.40,+10.5,Round 23,2015-09-06
Etihad Stadium,GWS,1.58,-10.5,Round 23,2015-09-06
MCG,Collingwood,1.30,-23.5,Round 23,2015-09-06
MCG,Essendon,3.50,+23.5,Round 23,2015-09-06
Domain Stadium,West Coast,2.42,+7.5,2015 Final,2015-09-11
